Region	Enabled	DataFlag	Start	End	Step	Sweeps	Dwell	Mode	CAE/CRR	Mag	Divide by Ten	Notes	Function	Line-Style	Point-Style	Sweeps-Acquired
1	true	Original	520.000	550.000	0.100	3	0.200	CAE	20.00	High	false	O1s-Sb3d	7 Channel Acquisition			3
Layer	Enabled	DataFlag	Notes	Formula	Line-Style	Point-Style
1	True		Ch(1)+Ch(2)+Ch(3)+Ch(4)+Ch(5)+Ch(6)+Ch(7)		
Energy	Counts
653.1	11191
653.4	11134
653.7	11207
654.0	11116
654.3	11156
654.6	11159
654.9	11160
655.2	11280
655.5	11206
655.8	11228
656.1	11177
656.4	11094
656.7	11138
657.0	11123
657.3	11132
657.6	11194
657.9	11359
658.2	11245
658.5	11145
658.8	11309
659.1	11233
659.4	11099
659.7	11140
660.0	11186
660.3	11150
660.6	11033
660.9	11134
661.2	11299
661.5	11183
661.8	11096
662.1	11146
662.4	11136
662.7	11153
663.0	11316
663.3	11231
663.6	11226
663.9	11343
664.2	11249
664.5	11275
664.8	11116
665.1	11246
665.4	11276
665.7	11255
666.0	11174
666.3	11279
666.6	11176
666.9	11429
667.2	11163
667.5	11344
667.8	11198
668.1	11207
668.4	11276
668.7	11243
669.0	11158
669.3	11335
669.6	11333
669.9	11403
670.2	11328
670.5	11313
670.8	11285
671.1	11251
671.4	11385
671.7	11381
672.0	11184
672.3	11257
672.6	11169
672.9	11376
673.2	11521
673.5	11353
673.8	11246
674.1	11366
674.4	11279
674.7	11322
675.0	11162
675.3	11229
675.6	11137
675.9	11184
676.2	11379
676.5	11200
676.8	11363
677.1	11239
677.4	11233
677.7	11225
678.0	11413
678.3	11358
678.6	11418
678.9	11278
679.2	11408
679.5	11278
679.8	11457
680.1	11392
680.4	11378
680.7	11326
681.0	11234
681.3	11219
681.6	11318
681.9	11312
682.2	11485
682.5	11326
682.8	11386
683.1	11306
683.4	11366
683.7	11303
684.0	11294
684.3	11245
684.6	11398
684.9	11493
685.2	11331
685.5	11298
685.8	11261
686.1	11281
686.4	11423
686.7	11436
687.0	11271
687.3	11318
687.6	11354
687.9	11344
688.2	11295
688.5	11289
688.8	11294
689.1	11254
689.4	11157
689.7	11471
690.0	11372
690.3	11420
690.6	11337
690.9	11301
691.2	11487
691.5	11387
691.8	11492
692.1	11293
692.4	11474
692.7	11549
693.0	11421
693.3	11273
693.6	11293
693.9	11333
694.2	11422
694.5	11449
694.8	11421
695.1	11452
695.4	11347
695.7	11378
696.0	11512
696.3	11402
696.6	11503
696.9	11430
697.2	11349
697.5	11386
697.8	11421
698.1	11474
698.4	11360
698.7	11482
699.0	11478
699.3	11409
699.6	11554
699.9	11416
700.2	11419
700.5	11308
700.8	11360
701.1	11502
701.4	11407
701.7	11367
702.0	11422
702.3	11455
702.6	11524
702.9	11326
703.2	11391
703.5	11423
703.8	11483
704.1	11383
704.4	11424
704.7	11121
705.0	11299
705.3	11381
705.6	11470
705.9	11506
706.2	11408
706.5	11468
706.8	11318
707.1	11354
707.4	11426
707.7	11422
708.0	11466
708.3	11363
708.6	11411
708.9	11534
709.2	11541
709.5	11594
709.8	11616
710.1	11453
710.4	11456
710.7	11518
711.0	11496
711.3	11343
711.6	11464
711.9	11184
712.2	11455
712.5	11420
712.8	11430
713.1	11610
713.4	11544
713.7	11521
714.0	11400
714.3	11586
714.6	11415
714.9	11513
715.2	11458
715.5	11736
715.8	11574
716.1	11585
716.4	11462
716.7	11491
717.0	11605
717.3	11599
717.6	11370
717.9	11462
718.2	11532
718.5	11579
718.8	11580
719.1	11609
719.4	11538
719.7	11520
720.0	11591
720.3	11515
720.6	11576
720.9	11609
721.2	11589
721.5	11592
721.8	11561
722.1	11449
722.4	11505
722.7	11682
723.0	11694
723.3	11597
723.6	11785
723.9	11638
724.2	11528
724.5	11450
724.8	11562
725.1	11491
725.4	11507
725.7	11542
726.0	11609
726.3	11623
726.6	11595
726.9	11542
727.2	11624
727.5	11542
727.8	11555
728.1	11480
728.4	11554
728.7	11556
729.0	11700
729.3	11494
729.6	11470
729.9	11629
730.2	11815
730.5	11631
730.8	11564
731.1	11547
731.4	11610
731.7	11772
732.0	11586
732.3	11681
732.6	11712
732.9	11755
733.2	11945
733.5	11882
733.8	11865
734.1	11789
734.4	11887
734.7	11838
735.0	11854
735.3	11882
735.6	12145
735.9	12034
736.2	11988
736.5	11991
736.8	12173
737.1	12296
737.4	12209
737.7	12359
738.0	12230
738.3	12359
738.6	12362
738.9	12327
739.2	12375
739.5	12345
739.8	12388
740.1	12470
740.4	12387
740.7	12452
741.0	12529
741.3	12410
741.6	12303
741.9	12531
742.2	12594
742.5	12542
742.8	12679
743.1	12676
743.4	12485
743.7	12410
744.0	12471
744.3	12545
744.6	12408
744.9	12432
745.2	12455
745.5	12327
745.8	12561
746.1	12465
746.4	12273
746.7	12302
747.0	12406
747.3	12563
747.6	12354
747.9	12337
748.2	12428
748.5	12321
748.8	12184
749.1	12337
749.4	12229
749.7	12213
750.0	12236
750.3	12403
750.6	12201
750.9	12370
751.2	12100
751.5	12153
751.8	12384
752.1	12282
752.4	12245
752.7	12132
753.0	12247
753.3	12194
753.6	12292
753.9	12328
754.2	12313
754.5	12315
754.8	12247
755.1	12153
755.4	12231
755.7	12182
756.0	12245
756.3	12255
756.6	12261
756.9	12195
757.2	12285
757.5	12393
757.8	12337
758.1	12343
758.4	12426
758.7	12358
759.0	12252
759.3	12197
759.6	12336
759.9	12367
760.2	12370
760.5	12455
760.8	12364
761.1	12266
761.4	12316
761.7	12389
762.0	12218
762.3	12557
762.6	12463
762.9	12599
763.2	12485
763.5	12371
763.8	12314
764.1	12296
764.4	12377
764.7	12486
765.0	12481
765.3	12510
765.6	12418
765.9	12516
766.2	12459
766.5	12702
766.8	12498
767.1	12503
767.4	12348
767.7	12551
768.0	12587
768.3	12483
768.6	12720
768.9	12553
769.2	12411
769.5	12492
769.8	12473
770.1	12180
770.4	12477
770.7	12426
771.0	12253
771.3	12337
771.6	12545
771.9	12294
772.2	12516
772.5	12542
772.8	12496
773.1	12412
773.4	12343
773.7	12443
774.0	12315
774.3	12615
774.6	12327
774.9	12282
775.2	12455
775.5	12421
775.8	12332
776.1	12386
776.4	12362
776.7	12401
777.0	12475
777.3	12495
777.6	12469
777.9	12395
778.2	12321
778.5	12372
778.8	12375
779.1	12479
779.4	12504
779.7	12598
780.0	12473
780.3	12560
780.6	12410
780.9	12508
781.2	12447
781.5	12428
781.8	12473
782.1	12570
782.4	12599
782.7	12408
783.0	12353
783.3	12515
783.6	12697
783.9	12546
784.2	12548
784.5	12616
784.8	12473
785.1	12511
785.4	12563
785.7	12362
786.0	12450
786.3	12398
786.6	12457
786.9	12413
787.2	12459
787.5	12388
787.8	12520
788.1	12560
788.4	12546
788.7	12533
789.0	12569
789.3	12387
789.6	12420
789.9	12507
790.2	12432
790.5	12524
790.8	12437
791.1	12359
791.4	12645
791.7	12469
792.0	12331
792.3	12435
792.6	12482
792.9	12658
793.2	12509
793.5	12507
793.8	12521
794.1	12488
794.4	12425
794.7	12588
795.0	12563
795.3	12596
795.6	12464
795.9	12552
796.2	12516
796.5	12599
796.8	12454
797.1	12414
797.4	12440
797.7	12353
798.0	12423
798.3	12492
798.6	12327
798.9	12363
799.2	12331
799.5	12249
799.8	12475
800.1	12473
800.4	12388
800.7	12470
801.0	12411
801.3	12504
801.6	12358
801.9	12327
802.2	12349
802.5	12369
802.8	12417
803.1	12518
803.4	12466
803.7	12553
804.0	12445
804.3	12478
804.6	12371
804.9	12390
805.2	12479
805.5	12444
805.8	12503
806.1	12541
806.4	12415
806.7	12396
807.0	12429
807.3	12532
807.6	12327
807.9	12460
808.2	12431
808.5	12434
808.8	12383
809.1	12350
809.4	12411
809.7	12432
810.0	12466
810.3	12451
810.6	12428
810.9	12450
811.2	12362
811.5	12323
811.8	12447
812.1	12463
812.4	12472
812.7	12343
813.0	12261
813.3	12381
813.6	12464
813.9	12385
814.2	12538
814.5	12450
814.8	12518
815.1	12398
815.4	12512
815.7	12429
816.0	12398
816.3	12331
816.6	12335
816.9	12362
817.2	12446
817.5	12296
817.8	12176
818.1	12376
818.4	12429
818.7	12386
819.0	12414
819.3	12409
819.6	12194
819.9	12244
820.2	12477
820.5	12474
820.8	12294
821.1	12302
821.4	12351
821.7	12407
822.0	12502
822.3	12335
822.6	12421
822.9	12430
823.2	12445
823.5	12395
823.8	12242
824.1	12451
824.4	12444
824.7	12270
825.0	12333
825.3	12231
825.6	12189
825.9	12275
826.2	12394
826.5	12240
826.8	12515
827.1	12270
827.4	12145
827.7	12237
828.0	12417
828.3	12404
828.6	12314
828.9	12155
829.2	12306
829.5	12431
829.8	12283
830.1	12373
830.4	12356
830.7	12406
831.0	12418
831.3	12338
831.6	12231
831.9	12401
832.2	12456
832.5	12510
832.8	12360
833.1	12172
833.4	12234
833.7	12244
834.0	12279
834.3	12299
834.6	12224
834.9	12351
835.2	12311
835.5	12289
835.8	12323
836.1	12362
836.4	12243
836.7	12221
837.0	12348
837.3	12387
837.6	12133
837.9	12121
838.2	12176
838.5	12183
838.8	12206
839.1	11947
839.4	12007
839.7	12119
840.0	12238
840.3	12212
840.6	12177
840.9	12014
841.2	12021
841.5	12149
841.8	12067
842.1	12053
842.4	12270
842.7	12128
843.0	12297
843.3	12322
843.6	12215
843.9	12382
844.2	12306
844.5	12207
844.8	12219
845.1	12140
845.4	12138
845.7	12126
846.0	12164
846.3	12170
846.6	12106
846.9	12411
847.2	12216
847.5	12213
847.8	12131
848.1	12181
848.4	12314
848.7	12252
849.0	12304
849.3	12235
849.6	12300
849.9	12295
850.2	12209
850.5	12169
850.8	12190
851.1	12093
851.4	12174
851.7	12061
852.0	12069
852.3	12119
852.6	12029
852.9	12033
853.2	12230
853.5	12280
853.8	12138
854.1	12059
854.4	12080
854.7	12139
855.0	12034
855.3	12137
855.6	12101
855.9	12161
856.2	12160
856.5	12083
856.8	12038
857.1	12155
857.4	12257
857.7	12360
858.0	12197
858.3	12031
858.6	12113
858.9	12213
859.2	12236
859.5	12119
859.8	12137
860.1	12146
860.4	12101
860.7	12194
861.0	12133
861.3	12243
861.6	12203
861.9	12048
862.2	12314
862.5	12239
862.8	12130
863.1	12063
863.4	12113
863.7	12090
864.0	12151
864.3	12110
864.6	12243
864.9	12137
865.2	12177
865.5	12058
865.8	12042
866.1	12253
866.4	12370
866.7	12120
867.0	12055
867.3	12106
867.6	12081
867.9	12217
868.2	12306
868.5	12063
868.8	12065
869.1	12069
869.4	12025
869.7	12107
870.0	12135
870.3	12095
870.6	12193
870.9	12287
871.2	12074
871.5	12277
871.8	12139
872.1	12174
872.4	12113
872.7	12097
873.0	12225
873.3	12141
873.6	12041
873.9	12284
874.2	12323
874.5	12120
874.8	12222
875.1	12296
875.4	12328
875.7	12128
876.0	12110
876.3	12258
876.6	12333
876.9	12308
877.2	12081
877.5	12125
877.8	12065
878.1	12076
878.4	12103
878.7	12328
879.0	12110
879.3	12110
879.6	12197
879.9	12091
880.2	12118
880.5	12199
880.8	12055
881.1	12107
881.4	12194
881.7	12046
882.0	12185
882.3	11999
882.6	12140
882.9	12141
883.2	12124
883.5	12203
883.8	12136
884.1	12307
884.4	12206
884.7	12143
885.0	12307
885.3	12143
885.6	12225
885.9	12338
886.2	12183
886.5	12031
886.8	12218
887.1	12282
887.4	12130
887.7	12033
888.0	12100
888.3	12279
888.6	12185
888.9	12107
889.2	12214
889.5	12243
889.8	12352
890.1	12192
890.4	12303
890.7	12284
891.0	12259
891.3	12235
891.6	12192
891.9	12203
892.2	12115
892.5	12107
892.8	12300
893.1	12244
893.4	12246
893.7	12327
894.0	12258
894.3	12420
894.6	12175
894.9	12036
895.2	12235
895.5	12197
895.8	12158
896.1	12121
896.4	12218
896.7	12221
897.0	12300
897.3	12103
897.6	12101
897.9	12159
898.2	11999
898.5	12153
898.8	12094
899.1	12231
899.4	12088
899.7	12083
900.0	12061
900.3	12155
900.6	12083
900.9	12283
901.2	12148
901.5	12173
901.8	12040
902.1	11969
902.4	12086
902.7	12167
903.0	12142
903.3	12255
903.6	12115
903.9	12243
904.2	12241
904.5	12106
904.8	12175
905.1	12130
905.4	12054
905.7	12079
906.0	12141
906.3	12142
906.6	12061
906.9	12274
907.2	12158
907.5	12028
907.8	12015
908.1	12185
908.4	12141
908.7	12087
909.0	12062
909.3	12020
909.6	12071
909.9	12106
910.2	12103
910.5	12096
910.8	12166
911.1	12112
911.4	11954
911.7	11996
912.0	12239
912.3	12135
912.6	12191
912.9	12136
913.2	12129
913.5	12007
913.8	12067
914.1	11984
914.4	12109
914.7	12048
915.0	12064
915.3	12173
915.6	11995
915.9	12042
916.2	12148
916.5	11991
916.8	12019
917.1	11904
917.4	12044
917.7	12131
918.0	12036
918.3	12041
918.6	12179
918.9	12372
919.2	12183
919.5	12084
919.8	12169
920.1	12013
920.4	12145
920.7	12076
921.0	12148
921.3	12071
921.6	12025
921.9	12100
922.2	12236
922.5	11955
922.8	12090
923.1	11979
923.4	12194
923.7	12193
924.0	12090
924.3	12130
924.6	12174
924.9	12127
925.2	12341
925.5	12030
925.8	12078
926.1	12243
926.4	12034
926.7	12056
927.0	12048
927.3	12181
927.6	12301
927.9	12021
928.2	12017
928.5	12114
928.8	12155
929.1	11878
929.4	12039
929.7	12059
930.0	12076
930.3	11981
930.6	12294
930.9	12090
931.2	12042
931.5	12128
931.8	12237
932.1	12183
932.4	12109
932.7	12062
933.0	12183
933.3	12062
933.6	12237
933.9	12021
934.2	12038
934.5	12175
934.8	11998
935.1	12089
935.4	12240
935.7	12088
936.0	12080
936.3	12025
936.6	12178
936.9	12254
937.2	12184
937.5	12088
937.8	12226
938.1	12053
938.4	12093
938.7	12130
939.0	12212
939.3	11948
939.6	12009
939.9	11989
940.2	12251
940.5	12054
940.8	12081
941.1	12027
941.4	12043
941.7	12248
942.0	12204
942.3	12228
942.6	12224
942.9	12008
943.2	12175
943.5	12360
943.8	12197
944.1	12147
944.4	12069
944.7	12127
945.0	12114
945.3	12008
945.6	12058
945.9	12027
946.2	12156
946.5	12179
946.8	12229
947.1	12298
947.4	12231
947.7	12134
948.0	12237
948.3	12125
948.6	12121
948.9	12234
949.2	12114
949.5	12134
949.8	12062
950.1	12252
950.4	12216
950.7	12163
951.0	12071
951.3	12056
951.6	12266
951.9	12186
952.2	12258
952.5	12166
952.8	12089
953.1	12198
953.4	12065
953.7	12211
954.0	12207
954.3	12258
954.6	12119
954.9	12156
955.2	12266
955.5	12126
955.8	12144
956.1	12306
956.4	12022
956.7	12275
957.0	12277
957.3	12196
957.6	12153
957.9	12161
958.2	12126
958.5	12280
958.8	12170
959.1	12234
959.4	12128
959.7	12220
960.0	12377
960.3	12294
960.6	12094
960.9	12130
961.2	12145
961.5	12069
961.8	12192
962.1	12159
962.4	12226
962.7	12191
963.0	12237
963.3	12466
963.6	12475
963.9	12167
964.2	12282
964.5	12183
964.8	12214
965.1	12038
965.4	12237
965.7	12422
966.0	12354
966.3	12305
966.6	12237
966.9	12209
967.2	12342
967.5	12281
967.8	12232
968.1	12350
968.4	11940
968.7	12042
969.0	12041
969.3	12120
969.6	12007
969.9	12188
970.2	12215
970.5	12172
970.8	12464
971.1	12400
971.4	12198
971.7	12227
972.0	12261
972.3	12434
972.6	12442
972.9	12318
973.2	12416
973.5	12305
973.8	12311
974.1	12465
974.4	12598
974.7	12615
975.0	12673
975.3	12694
975.6	12826
975.9	12794
976.2	12776
976.5	12673
976.8	12633
977.1	12874
977.4	12725
977.7	12862
978.0	12972
978.3	13009
978.6	12954
978.9	12919
979.2	13011
979.5	13156
979.8	13098
980.1	13008
980.4	13103
980.7	13256
981.0	13446
981.3	13709
981.6	13513
981.9	13664
982.2	13882
982.5	14033
982.8	13999
983.1	14162
983.4	14214
983.7	14242
984.0	14368
984.3	14451
984.6	14813
984.9	14868
985.2	15134
985.5	15257
985.8	15304
986.1	15305
986.4	15349
986.7	15452
987.0	15628
987.3	15671
987.6	15903
987.9	16132
988.2	15989
988.5	16121
988.8	16100
989.1	16190
989.4	16504
989.7	16542
990.0	16578
990.3	16786
990.6	16652
990.9	16710
991.2	16644
991.5	16655
991.8	16754
992.1	16730
992.4	16884
992.7	16664
993.0	16919
993.3	16747
993.6	16634
993.9	16599
994.2	16738
994.5	16843
994.8	16749
995.1	16947
995.4	16720
995.7	16844
996.0	16857
996.3	16793
996.6	16777
996.9	16772
997.2	16629
997.5	16556
997.8	16602
998.1	16502
998.4	16593
998.7	16537
999.0	16616
999.3	16364
999.6	16442
999.9	16511
1000.2	16438
1000.5	16335
1000.8	16238
1001.1	16224
1001.4	16027
1001.7	16122
1002.0	16101
1002.3	16028
1002.6	15941
1002.9	15910
1003.2	16168
1003.5	16220
1003.8	16075
1004.1	16161
1004.4	15927
1004.7	16129
1005.0	16115
1005.3	16237
1005.6	16252
1005.9	16480
1006.2	16287
1006.5	16266
1006.8	16254
1007.1	16523
1007.4	16826
1007.7	16432
1008.0	16429
1008.3	16399
1008.6	16391
1008.9	16465
1009.2	16418
1009.5	16471
1009.8	16640
1010.1	16800
1010.4	16572
1010.7	16674
1011.0	16574
1011.3	16784
1011.6	16695
1011.9	16649
1012.2	17229
1012.5	17097
1012.8	17333
1013.1	17414
1013.4	17279
1013.7	17425
1014.0	17268
1014.3	17349
1014.6	17159
1014.9	16964
1015.2	16945
1015.5	17152
1015.8	16838
1016.1	16891
1016.4	16676
1016.7	16796
1017.0	16566
1017.3	16453
1017.6	16395
1017.9	16499
1018.2	16378
1018.5	16443
1018.8	16526
1019.1	16424
1019.4	16397
1019.7	16369
1020.0	16334
1020.3	16477
1020.6	16439
1020.9	16506
1021.2	16376
1021.5	16532
1021.8	16412
1022.1	16227
1022.4	16368
1022.7	16426
1023.0	16498
1023.3	16314
1023.6	16275
1023.9	16416
1024.2	16461
1024.5	16514
1024.8	16479
1025.1	16319
1025.4	16459
1025.7	16573
1026.0	16384
1026.3	16451
1026.6	16578
1026.9	16564
1027.2	16411
1027.5	16416
1027.8	16443
1028.1	16716
1028.4	16613
1028.7	16411
1029.0	16490
1029.3	16591
1029.6	16540
1029.9	16701
1030.2	16586
1030.5	16418
1030.8	16574
1031.1	16708
1031.4	16739
1031.7	16460
1032.0	16256
1032.3	16477
1032.6	16570
1032.9	16691
1033.2	16706
1033.5	16667
1033.8	16412
1034.1	16613
1034.4	16550
1034.7	16565
1035.0	16663
1035.3	16680
1035.6	16671
1035.9	16639
1036.2	16674
1036.5	16829
1036.8	16711
1037.1	16742
1037.4	16669
1037.7	16766
1038.0	16617
1038.3	16456
1038.6	16699
1038.9	16891
1039.2	16839
1039.5	16839
1039.8	16672
1040.1	16612
1040.4	16808
1040.7	16888
1041.0	16856
1041.3	16510
1041.6	16624
1041.9	16707
1042.2	16753
1042.5	16931
1042.8	16824
1043.1	16729
1043.4	16649
1043.7	16779
1044.0	16796
1044.3	16820
1044.6	16862
1044.9	16552
1045.2	16774
1045.5	16910
1045.8	16919
1046.1	16791
1046.4	16871
1046.7	16700
1047.0	16888
1047.3	16713
1047.6	16601
1047.9	16815
1048.2	16920
1048.5	16693
1048.8	16740
1049.1	16772
1049.4	16885
1049.7	16895
1050.0	16972
1050.3	16737
1050.6	16828
1050.9	17041
1051.2	17127
1051.5	16738
1051.8	16610
1052.1	16948
1052.4	16918
1052.7	16865
1053.0	17030
1053.3	16839
1053.6	16834
1053.9	16881
1054.2	17095
1054.5	16981
1054.8	16897
1055.1	16840
1055.4	16967
1055.7	16926
1056.0	17112
1056.3	17327
1056.6	16999
1056.9	16948
1057.2	17164
1057.5	17188
1057.8	17189
1058.1	16908
1058.4	17009
1058.7	16982
1059.0	16889
1059.3	17038
1059.6	17265
1059.9	17147
1060.2	17117
1060.5	17235
1060.8	17205
1061.1	16939
1061.4	17162
1061.7	17230
1062.0	17172
1062.3	17202
1062.6	16764
1062.9	16936
1063.2	17096
1063.5	17097
1063.8	17204
1064.1	17199
1064.4	16875
1064.7	17005
1065.0	17399
1065.3	17257
1065.6	17238
1065.9	16997
1066.2	17342
1066.5	17057
1066.8	17174
1067.1	17389
1067.4	17201
1067.7	17164
1068.0	17264
1068.3	17342
1068.6	17285
1068.9	17227
1069.2	17328
1069.5	17278
1069.8	17353
1070.1	17422
1070.4	17373
1070.7	17552
1071.0	17322
1071.3	17376
1071.6	17337
1071.9	17295
1072.2	17380
1072.5	17549
1072.8	17420
1073.1	17259
1073.4	17234
1073.7	17352
1074.0	17224
1074.3	17313
1074.6	17382
1074.9	17413
1075.2	17516
1075.5	17639
1075.8	17552
1076.1	17422
1076.4	17577
1076.7	17480
1077.0	17636
1077.3	17488
1077.6	17607
1077.9	17393
1078.2	17461
1078.5	17464
1078.8	17572
1079.1	17581
1079.4	17590
1079.7	17736
1080.0	17654
1080.3	17776
1080.6	17738
1080.9	17667
1081.2	17715
1081.5	17696
1081.8	17812
1082.1	17684
1082.4	17811
1082.7	17638
1083.0	17749
1083.3	17627
1083.6	17699
1083.9	17887
1084.2	17928
1084.5	17824
1084.8	17733
1085.1	17916
1085.4	17762
1085.7	17903
1086.0	17832
1086.3	17854
1086.6	18001
1086.9	17839
1087.2	17916
1087.5	17743
1087.8	17827
1088.1	17851
1088.4	18091
1088.7	17947
1089.0	17969
1089.3	18164
1089.6	18096
1089.9	18056
1090.2	18096
1090.5	17976
1090.8	17925
1091.1	18185
1091.4	18061
1091.7	18064
1092.0	17975
1092.3	18147
1092.6	18324
1092.9	18456
1093.2	18193
1093.5	18175
1093.8	18437
1094.1	18378
1094.4	18244
1094.7	18493
1095.0	18276
1095.3	18432
1095.6	18247
1095.9	18281
1096.2	18591
1096.5	18389
1096.8	18416
1097.1	18414
1097.4	18357
1097.7	18594
1098.0	18627
1098.3	18716
1098.6	18861
1098.9	18984
1099.2	19094
1099.5	18872
1099.8	19123
1100.1	19362
